symbol,signal_date,score,reasons,entry_price,rsi,stop_loss,target,outcome,exit_price,exit_date,days_held,return_pct
HINDZINC.NS,2026-05-08,4,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),635.1,68.5,607.6,690.1,timeout,632.9500122070312,2026-05-29,15,-0.34
INDHOTEL.NS,2026-05-08,4,RSI in healthy zone; MACD bullish crossover; Near 20-day high; Weekly trend aligned (above Weekly EMA20),673.05,62.3,648.6,721.95,stop_loss_hit,648.6,2026-05-12,2,-3.63
INFY.NS,2026-05-08,3,ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure),1154.22,38.9,1108.46,1245.75,stop_loss_hit,1108.46,2026-05-12,2,-3.96
IRFC.NS,2026-05-08,3,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure),106.03,59.4,102.31,113.47,stop_loss_hit,102.31,2026-05-12,2,-3.51
JINDALSTEL.NS,2026-05-08,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1248.4,54.1,1195.53,1354.14,stop_loss_hit,1195.53,2026-05-21,9,-4.24
JSWSTEEL.NS,2026-05-08,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1277.8,60.1,1235.78,1361.84,timeout,1278.0,2026-05-29,15,0.02
LODHA.NS,2026-05-08,4,Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure),962.1,66.1,914.78,1056.74,stop_loss_hit,914.78,2026-05-12,2,-4.92
LT.NS,2026-05-08,3,RSI in healthy zone; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),3936.06,50.1,3788.19,4231.79,timeout,4076.5,2026-05-29,15,3.57
LTM.NS,2026-05-08,3,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure),4292.28,47.2,4092.2,4692.43,stop_loss_hit,4092.2,2026-05-12,2,-4.66
MARUTI.NS,2026-05-08,3,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure),13726.0,57.3,13221.66,14734.68,stop_loss_hit,13221.66,2026-05-12,2,-3.67
MAXHEALTH.NS,2026-05-08,3,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure),1012.5,55.6,976.53,1084.44,target_hit,1084.44,2026-05-21,9,7.11
MAZDOCK.NS,2026-05-08,5,Uptrend (above rising SMA50); RSI in healthy zone; Recent SMA50/SMA100 bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2657.3,57.1,2536.52,2898.86,stop_loss_hit,2536.52,2026-05-12,2,-4.55
MOTHERSON.NS,2026-05-08,4,RSI in healthy zone; MACD bullish crossover; Near 20-day high; Weekly trend aligned (above Weekly EMA20),132.03,63.3,125.6,144.89,stop_loss_hit,125.6,2026-05-12,2,-4.87
MUTHOOTFIN.NS,2026-05-08,3,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20),3528.9,54.3,3382.02,3822.66,stop_loss_hit,3382.02,2026-05-12,2,-4.16
NESTLEIND.NS,2026-05-08,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Recent SMA50/SMA100 bullish crossover; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1482.4,78.5,1437.6,1572.0,stop_loss_hit,1437.6,2026-05-15,5,-3.02
NTPC.NS,2026-05-08,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),402.15,59.5,389.04,428.37,stop_loss_hit,389.04,2026-05-13,3,-3.26
PFC.NS,2026-05-08,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),461.35,58.0,441.96,500.13,stop_loss_hit,441.96,2026-05-12,2,-4.2
PIDILITIND.NS,2026-05-08,4,Volume spike (>1.5x avg); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),1476.0,67.7,1423.02,1581.96,timeout,1482.800048828125,2026-05-29,15,0.46
POWERGRID.NS,2026-05-08,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),313.95,53.9,304.42,333.01,stop_loss_hit,304.42,2026-05-13,3,-3.04
RECLTD.NS,2026-05-08,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),359.4,52.2,343.97,390.26,stop_loss_hit,343.97,2026-05-12,2,-4.29
RELIANCE.NS,2026-05-08,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1428.59,59.0,1382.69,1520.4,stop_loss_hit,1382.69,2026-05-11,1,-3.21
SBILIFE.NS,2026-05-08,3,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),1872.1,50.9,1808.86,1998.58,timeout,1830.0999755859375,2026-05-29,15,-2.24
SHRIRAMFIN.NS,2026-05-08,5,RSI in healthy zone; MACD bullish crossover; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1007.75,54.2,958.82,1105.61,stop_loss_hit,958.82,2026-05-12,2,-4.86
SIEMENS.NS,2026-05-08,5,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),3822.6,65.3,3660.93,4145.94,stop_loss_hit,3660.93,2026-05-11,1,-4.23
SOLARINDS.NS,2026-05-08,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),16105.0,70.6,15458.88,17397.24,target_hit,17397.24,2026-05-15,5,8.02
SUNPHARMA.NS,2026-05-08,6,Uptrend (above rising SMA50); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1847.9,65.7,1783.97,1975.76,timeout,1799.199951171875,2026-05-29,15,-2.64
TATACONSUM.NS,2026-05-08,9,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),1166.33,63.4,1125.95,1247.09,target_hit,1247.09,2026-05-11,1,6.92
TATAPOWER.NS,2026-05-08,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),436.0,57.2,420.64,466.72,stop_loss_hit,420.64,2026-05-12,2,-3.52
TATASTEEL.NS,2026-05-08,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),210.16,59.4,203.55,223.37,stop_loss_hit,203.55,2026-05-18,6,-3.15
TITAN.NS,2026-05-08,6,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),4509.0,60.4,4330.35,4866.3,stop_loss_hit,4330.35,2026-05-11,1,-3.96
TMCV.NS,2026-05-08,3,RSI in healthy zone; MACD bullish crossover; Weekly trend aligned (above Weekly EMA20),426.19,52.3,404.07,470.43,stop_loss_hit,404.07,2026-05-12,2,-5.19
TMPV.NS,2026-05-08,4,RSI in healthy zone; MACD bullish crossover; Pullback to SMA100 support; Volume contracting (low selling pressure),352.53,56.7,338.2,381.18,stop_loss_hit,338.2,2026-05-12,2,-4.06
TORNTPHARM.NS,2026-05-08,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),4372.11,64.6,4237.98,4640.37,target_hit,4640.37,2026-05-25,11,6.14
TRENT.NS,2026-05-08,4,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure),2824.03,58.7,2701.84,3068.4,stop_loss_hit,2701.84,2026-05-12,2,-4.33
TVSMOTOR.NS,2026-05-08,3,RSI in healthy zone; MACD bullish crossover; Weekly trend aligned (above Weekly EMA20),3695.2,56.5,3536.54,4012.52,stop_loss_hit,3536.54,2026-05-12,2,-4.29
ULTRACEMCO.NS,2026-05-08,4,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),11950.0,54.3,11523.63,12802.74,stop_loss_hit,11523.63,2026-05-12,2,-3.57
VBL.NS,2026-05-08,5,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),508.85,65.6,487.22,552.11,stop_loss_hit,487.22,2026-05-12,2,-4.25
ABB.NS,2026-05-11,3,Volume spike (>1.5x avg); ADX greater than 25; Weekly trend aligned (above Weekly EMA20),6387.5,34.9,6018.1,7126.3,target_hit,7126.3,2026-05-27,12,11.57
ADANIENSOL.NS,2026-05-11,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1340.4,59.1,1256.15,1508.9,stop_loss_hit,1256.15,2026-05-13,2,-6.29
ADANIENT.NS,2026-05-11,5,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2499.08,72.3,2392.07,2713.11,target_hit,2713.11,2026-05-14,3,8.56
ADANIGREEN.NS,2026-05-11,5,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1387.7,84.3,1318.35,1526.4,stop_loss_hit,1318.35,2026-05-12,1,-5.0
ADANIPORTS.NS,2026-05-11,5,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),1759.88,75.6,1687.42,1904.81,stop_loss_hit,1687.42,2026-05-12,1,-4.12
ADANIPOWER.NS,2026-05-11,5,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),222.03,70.3,210.68,244.73,stop_loss_hit,210.68,2026-05-12,1,-5.11
APOLLOHOSP.NS,2026-05-11,4,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),8082.0,68.4,7856.2,8533.6,stop_loss_hit,7856.2,2026-05-20,7,-2.79
ASIANPAINT.NS,2026-05-11,5,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),2566.1,64.4,2473.76,2750.78,target_hit,2750.78,2026-06-01,15,7.2
BAJAJ-AUTO.NS,2026-05-11,4,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),10448.46,69.5,10069.84,11205.69,stop_loss_hit,10069.84,2026-05-18,5,-3.62
BOSCHLTD.NS,2026-05-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),37315.0,58.0,35761.26,40422.48,stop_loss_hit,35761.26,2026-05-21,8,-4.16
CGPOWER.NS,2026-05-11,5,Uptrend (above rising SMA50); MACD bullish crossover; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),858.1,67.8,817.99,938.32,stop_loss_hit,817.99,2026-05-18,5,-4.67
CHOLAFIN.NS,2026-05-11,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1624.5,54.7,1546.01,1781.48,stop_loss_hit,1546.01,2026-05-14,3,-4.83
CIPLA.NS,2026-05-11,4,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure),1292.77,52.0,1251.17,1375.98,target_hit,1375.98,2026-05-14,3,6.44
COALINDIA.NS,2026-05-11,3,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20),464.45,53.8,446.68,499.99,stop_loss_hit,446.68,2026-05-27,12,-3.83
CUMMINSIND.NS,2026-05-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),5238.5,56.7,5040.22,5635.06,target_hit,5635.06,2026-05-27,12,7.57
DIVISLAB.NS,2026-05-11,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),6714.0,73.6,6515.88,7110.24,timeout,6553.5,2026-06-01,15,-2.39
DMART.NS,2026-05-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),4389.4,50.4,4227.8,4712.6,stop_loss_hit,4227.8,2026-05-19,6,-3.68
DRREDDY.NS,2026-05-11,5,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1279.9,49.4,1227.72,1384.26,timeout,1290.4000244140625,2026-06-01,15,0.82
EICHERMOT.NS,2026-05-11,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),7202.5,50.9,6930.97,7745.56,stop_loss_hit,6930.97,2026-05-13,2,-3.77
ENRIN.NS,2026-05-11,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),3157.8,55.9,3003.53,3466.34,target_hit,3466.34,2026-05-20,7,9.77
GAIL.NS,2026-05-11,4,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),162.51,54.5,157.13,173.27,stop_loss_hit,157.13,2026-05-19,6,-3.31
GRASIM.NS,2026-05-11,5,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2984.2,74.3,2889.5,3173.6,stop_loss_hit,2889.5,2026-05-18,5,-3.17
HAL.NS,2026-05-11,5,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),4756.3,75.7,4594.07,5080.76,stop_loss_hit,4594.07,2026-05-12,1,-3.41
HCLTECH.NS,2026-05-11,3,RSI bounced off oversold; ADX greater than 25; Volume contracting (low selling pressure),1194.9,32.3,1146.24,1292.22,stop_loss_hit,1146.24,2026-05-12,1,-4.07
HDFCAMC.NS,2026-05-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2688.4,54.2,2572.01,2921.18,stop_loss_hit,2572.01,2026-05-12,1,-4.33
HINDALCO.NS,2026-05-11,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1023.5,52.1,985.14,1100.22,target_hit,1100.22,2026-05-14,3,7.5
HINDUNILVR.NS,2026-05-11,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2307.2,56.5,2214.45,2492.7,stop_loss_hit,2214.45,2026-05-20,7,-4.02
HINDZINC.NS,2026-05-11,4,Uptrend (above rising SMA50); Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),629.1,65.4,602.31,682.68,timeout,626.25,2026-06-01,15,-0.45
HYUNDAI.NS,2026-05-11,4,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy),1906.9,57.6,1827.65,2065.4,stop_loss_hit,1827.65,2026-05-13,2,-4.16
JINDALSTEL.NS,2026-05-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1232.0,49.9,1180.14,1335.72,timeout,1209.800048828125,2026-06-01,15,-1.8
JSWSTEEL.NS,2026-05-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1262.6,55.2,1221.06,1345.68,timeout,1299.4000244140625,2026-06-01,15,2.91
LODHA.NS,2026-05-11,3,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure),931.1,58.7,882.92,1027.46,stop_loss_hit,882.92,2026-05-12,1,-5.17
LT.NS,2026-05-11,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),3902.09,47.8,3755.4,4195.46,timeout,4010.800048828125,2026-06-01,15,2.79
MAXHEALTH.NS,2026-05-11,3,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high,1037.95,63.5,1000.48,1112.89,stop_loss_hit,1000.48,2026-05-25,10,-3.61
MAZDOCK.NS,2026-05-11,5,Uptrend (above rising SMA50); RSI in healthy zone; Recent SMA50/SMA100 bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2565.8,48.6,2441.72,2813.96,stop_loss_hit,2441.72,2026-05-12,1,-4.84
MOTHERSON.NS,2026-05-11,4,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),130.3,60.3,124.0,142.9,stop_loss_hit,124.0,2026-05-12,1,-4.83
NESTLEIND.NS,2026-05-11,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1481.9,78.3,1437.34,1571.02,stop_loss_hit,1437.34,2026-05-15,4,-3.01
NTPC.NS,2026-05-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),392.95,49.8,379.28,420.29,stop_loss_hit,379.28,2026-06-01,15,-3.48
ONGC.NS,2026-05-11,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),281.0,45.2,270.95,301.1,target_hit,301.1,2026-05-14,3,7.15
PFC.NS,2026-05-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),448.5,50.4,429.0,487.5,stop_loss_hit,429.0,2026-05-18,5,-4.35
POWERGRID.NS,2026-05-11,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),310.9,48.5,301.61,329.48,stop_loss_hit,301.61,2026-05-13,2,-2.99
RECLTD.NS,2026-05-11,5,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),351.55,46.0,336.27,382.11,stop_loss_hit,336.27,2026-05-18,5,-4.35
RELIANCE.NS,2026-05-11,3,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure),1381.81,48.1,1333.51,1478.41,stop_loss_hit,1333.51,2026-05-15,4,-3.5
SBILIFE.NS,2026-05-11,4,RSI in healthy zone; MACD bullish crossover; Open-Low Same (conviction buy); Volume contracting (low selling pressure),1884.4,53.1,1822.34,2008.52,stop_loss_hit,1822.34,2026-05-13,2,-3.29
SHRIRAMFIN.NS,2026-05-11,4,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),975.95,48.0,926.52,1074.81,stop_loss_hit,926.52,2026-05-12,1,-5.06
SIEMENS.NS,2026-05-11,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); ADX greater than 25; Weekly trend aligned (above Weekly EMA20),3605.6,48.1,3426.58,3963.64,timeout,3711.300048828125,2026-06-01,15,2.93
SOLARINDS.NS,2026-05-11,5,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),16263.0,72.2,15618.03,17552.94,stop_loss_hit,15618.03,2026-05-12,1,-3.97
SUNPHARMA.NS,2026-05-11,6,Uptrend (above rising SMA50); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1872.7,68.5,1806.82,2004.46,stop_loss_hit,1806.82,2026-05-29,14,-3.52
TATACONSUM.NS,2026-05-11,8,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),1260.34,77.0,1211.88,1357.25,stop_loss_hit,1211.88,2026-05-18,5,-3.84
TATAPOWER.NS,2026-05-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),433.2,54.7,417.95,463.7,stop_loss_hit,417.95,2026-05-12,1,-3.52
TATASTEEL.NS,2026-05-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),207.79,54.7,201.29,220.8,stop_loss_hit,201.29,2026-05-18,5,-3.13
TITAN.NS,2026-05-11,3,Volume spike (>1.5x avg); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),4205.6,42.3,4001.26,4614.28,stop_loss_hit,4001.26,2026-05-13,2,-4.86
TORNTPHARM.NS,2026-05-11,6,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),4508.14,71.7,4360.37,4803.68,stop_loss_hit,4360.37,2026-05-13,2,-3.28
TRENT.NS,2026-05-11,3,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure),2783.29,54.8,2663.48,3022.9,stop_loss_hit,2663.48,2026-05-18,5,-4.3
TVSMOTOR.NS,2026-05-11,4,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),3613.7,50.9,3456.28,3928.54,stop_loss_hit,3456.28,2026-05-14,3,-4.36
ULTRACEMCO.NS,2026-05-11,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),11866.0,52.1,11451.12,12695.76,stop_loss_hit,11451.12,2026-05-13,2,-3.5
VBL.NS,2026-05-11,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),501.3,60.7,480.22,543.46,target_hit,543.46,2026-05-25,10,8.41
ABB.NS,2026-05-12,3,Volume spike (>1.5x avg); ADX greater than 25; Weekly trend aligned (above Weekly EMA20),6328.5,33.8,5960.68,7064.14,target_hit,7064.14,2026-05-27,11,11.62
ADANIENSOL.NS,2026-05-12,4,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),1284.3,50.8,1194.66,1463.58,target_hit,1463.58,2026-05-26,10,13.96
ADANIENT.NS,2026-05-12,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2404.12,59.5,2292.8,2626.77,target_hit,2626.77,2026-05-14,2,9.26
ADANIGREEN.NS,2026-05-12,5,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1308.0,66.1,1233.79,1456.42,target_hit,1456.42,2026-05-15,3,11.35
ADANIPORTS.NS,2026-05-12,4,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),1681.11,59.8,1604.85,1833.64,target_hit,1833.64,2026-05-27,11,9.07
ADANIPOWER.NS,2026-05-12,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),209.63,54.8,197.32,234.25,target_hit,234.25,2026-05-25,9,11.74
APOLLOHOSP.NS,2026-05-12,4,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20),8022.5,64.6,7803.5,8460.5,timeout,8089.5,2026-06-02,15,0.84
ASIANPAINT.NS,2026-05-12,4,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),2505.5,56.4,2412.67,2691.16,target_hit,2691.16,2026-05-29,13,7.41
BAJAJ-AUTO.NS,2026-05-12,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),10252.71,62.8,9867.49,11023.15,timeout,10281.0,2026-06-02,15,0.28
BOSCHLTD.NS,2026-05-12,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),36510.0,52.5,34930.1,39669.8,stop_loss_hit,34930.1,2026-05-21,7,-4.33
CGPOWER.NS,2026-05-12,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),833.7,59.6,793.02,915.06,target_hit,915.06,2026-05-27,11,9.76
CIPLA.NS,2026-05-12,3,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure),1280.29,49.0,1239.54,1361.79,target_hit,1361.79,2026-05-14,2,6.37
COALINDIA.NS,2026-05-12,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),463.05,52.8,445.76,497.63,stop_loss_hit,445.76,2026-05-27,11,-3.73
CUMMINSIND.NS,2026-05-12,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),5160.0,51.9,4963.3,5553.4,target_hit,5553.4,2026-05-27,11,7.62
DIVISLAB.NS,2026-05-12,5,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),6644.0,66.5,6448.35,7035.3,timeout,6533.0,2026-06-02,15,-1.67
DMART.NS,2026-05-12,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),4331.7,46.7,4171.55,4652.0,stop_loss_hit,4171.55,2026-05-20,6,-3.7
DRREDDY.NS,2026-05-12,4,RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1270.0,47.5,1219.0,1372.0,timeout,1274.0,2026-06-02,15,0.31
ENRIN.NS,2026-05-12,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),3055.6,47.8,2892.83,3381.14,target_hit,3381.14,2026-05-20,6,10.65
GAIL.NS,2026-05-12,3,RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure),160.35,49.9,155.03,170.99,stop_loss_hit,155.03,2026-05-20,6,-3.32
GRASIM.NS,2026-05-12,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2903.0,60.8,2805.37,3098.26,target_hit,3098.26,2026-05-21,7,6.73
HAL.NS,2026-05-12,4,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),4572.5,61.1,4400.41,4916.68,stop_loss_hit,4400.41,2026-05-15,3,-3.76
